FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10
ПФО;Саратовская область;6;0;0;0;0;0;0;0;;;
ПФО;Саратовская область;7;0;0;0;0;0;0;0;;;
ПФО;Саратовская область;8;0;0;0;0;0;0;0;;;
ПФО;Саратовская область;9;0;0;0;0;0;0;0;;;
ПФО;Саратовская область;10;0;0;0;0;0;0;0;;;
ПФО;Удмуртская Республика;3;0;0;0;0;0;0;0;0;0;0
ПФО;Удмуртская Республика;4;0;0;0;0;0;0;0;;;
ПФО;Удмуртская Республика;5;0;0;0;0;0;0;0;;;
ПФО;Удмуртская Республика;6;0;0;0;0;0;0;0;;;
ПФО;Удмуртская Республика;7;0;0;0;0;0;0;0;;;
ПФО;Удмуртская Республика;8;0;0;0;0;0;0;0;;;
ПФО;Удмуртская Республика;9;0;0;0;0;0;0;0;;;
ПФО;Удмуртская Республика;10;0;0;0;0;0;0;0;;;
ПФО;Ульяновская область;3;0;0;0;0;0;0;0;0;0;0
ПФО;Ульяновская область;4;0;0;0;0;0;0;0;;;
ПФО;Ульяновская область;5;0;0;0;0;0;0;0;;;
ПФО;Ульяновская область;6;0;0;0;0;0;0;0;;;
ПФО;Ульяновская область;7;0;0;0;0;0;0;0;;;
ПФО;Ульяновская область;8;0;0;0;0;0;0;0;;;
ПФО;Ульяновская область;9;0;0;0;0;0;0;0;;;
ПФО;Ульяновская область;10;0;0;0;0;0;0;0;;;
ПФО;Чувашская Республика — Чувашия;3;0;0;0;0;0;0;0;0;0;0
ПФО;Чувашская Республика — Чувашия;4;0;0;0;0;0;0;0;;;
ПФО;Чувашская Республика — Чувашия;5;0;0;0;0;0;0;0;;;
ПФО;Чувашская Республика — Чувашия;6;0;0;0;0;0;0;0;;;
ПФО;Чувашская Республика — Чувашия;7;0;0;0;0;0;0;0;;;
ПФО;Чувашская Республика — Чувашия;8;0;0;0;0;0;0;0;;;
ПФО;Чувашская Республика — Чувашия;9;0;0;0;0;0;0;0;;;
ПФО;Чувашская Республика — Чувашия;10;0;0;0;0;0;0;0;;;
СЗФО;Архангельская область;3;0;0;0;0;0;0;0;0;0;0
СЗФО;Архангельская область;4;0;0;0;0;0;0;0;;;
СЗФО;Архангельская область;5;0;0;0;0;0;0;0;;;
СЗФО;Архангельская область;6;0;0;0;0;0;0;0;;;
СЗФО;Архангельская область;7;0;0;0;0;0;0;0;;;
СЗФО;Архангельская область;8;0;0;0;0;0;0;0;;;
СЗФО;Архангельская область;9;0;0;0;0;0;0;0;;;
СЗФО;Архангельская область;10;0;0;0;0;0;0;0;;;
СЗФО;Вологодская область;3;0;0;0;0;0;0;0;0;0;0
СЗФО;Вологодская область;4;0;0;0;0;0;0;0;;;
СЗФО;Вологодская область;5;0;0;0;0;0;0;0;;;
СЗФО;Вологодская область;6;0;0;0;0;0;0;0;;;
СЗФО;Вологодская область;7;0;0;0;0;0;0;0;;;
СЗФО;Вологодская область;8;0;0;0;0;0;0;0;;;
СЗФО;Вологодская область;9;0;0;0;0;0;0;0;;;
СЗФО;Вологодская область;10;0;0;0;0;0;0;0;;;
СЗФО;Калининградская область;3;1;0;0;1;0;0;0;0;0;0
СЗФО;Калининградская область;4;1;0;0;1;0;0;0;;;
СЗФО;Калининградская область;5;0;0;0;0;0;0;0;;;
СЗФО;Калининградская область;6;0;0;0;0;0;0;0;;;
СЗФО;Калининградская область;7;0;0;0;0;0;0;0;;;
СЗФО;Калининградская область;8;0;0;0;0;0;0;0;;;
СЗФО;Калининградская область;9;1;0;0;1;0;0;0;;;
СЗФО;Калининградская область;10;0;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;3;2;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;4;1;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;5;0;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;6;0;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;7;0;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;8;0;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;9;2;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;10;0;0;0;0;0;0;0;;;
СЗФО;Мурманская область;3;0;0;0;0;0;0;0;0;0;0
СЗФО;Мурманская область;4;0;0;0;0;0;0;0;;;
СЗФО;Мурманская область;5;0;0;0;0;0;0;0;;;
СЗФО;Мурманская область;6;0;0;0;0;0;0;0;;;
СЗФО;Мурманская область;7;0;0;0;0;0;0;0;;;
СЗФО;Мурманская область;8;0;0;0;0;0;0;0;;;
СЗФО;Мурманская область;9;0;0;0;0;0;0;0;;;
СЗФО;Мурманская область;10;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;3;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;4;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;5;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;6;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;7;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;8;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;9;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;10;0;0;0;0;0;0;0;;;
СЗФО;Новгородская область;3;0;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;4;0;0;0;0;0;0;0;;;
СЗФО;Новгородская область;5;0;0;0;0;0;0;0;;;
СЗФО;Новгородская область;6;0;0;0;0;0;0;0;;;
СЗФО;Новгородская область;7;0;0;0;0;0;0;0;;;
СЗФО;Новгородская область;8;0;0;0;0;0;0;0;;;
СЗФО;Новгородская область;9;0;0;0;0;1;1;0;;;
СЗФО;Новгородская область;10;0;0;0;0;0;0;0;;;
СЗФО;Псковская область;3;0;0;0;0;1;1;0;0;0;0
СЗФО;Псковская область;4;0;0;0;0;1;1;0;;;
СЗФО;Псковская область;5;0;0;0;0;0;0;0;;;
СЗФО;Псковская область;6;0;0;0;0;0;0;0;;;
СЗФО;Псковская область;7;0;0;0;0;0;0;0;;;
СЗФО;Псковская область;8;0;0;0;0;0;0;0;;;
СЗФО;Псковская область;9;0;0;0;0;0;0;0;;;
СЗФО;Псковская область;10;0;0;0;0;0;0;0;;;
СЗФО;Республика Карелия;3;0;0;0;0;0;0;0;0;0;0
СЗФО;Республика Карелия;4;0;0;0;0;0;0;0;;;
СЗФО;Республика Карелия;5;0;0;0;0;0;0;0;;;
СЗФО;Республика Карелия;6;0;0;0;0;0;0;0;;;
СЗФО;Республика Карелия;7;0;0;0;0;0;0;0;;;
СЗФО;Республика Карелия;8;0;0;0;0;0;0;0;;;
СЗФО;Республика Карелия;9;0;0;0;0;0;0;0;;;
СЗФО;Республика Карелия;10;0;0;0;0;0;0;0;;;
СЗФО;Республика Коми;3;0;0;0;0;0;0;0;0;0;0
СЗФО;Республика Коми;4;0;0;0;0;0;0;0;;;
СЗФО;Республика Коми;5;0;0;0;0;0;0;0;;;
СЗФО;Республика Коми;6;0;0;0;0;0;0;0;;;
СЗФО;Республика Коми;7;0;0;0;0;0;0;0;;;
СЗФО;Республика Коми;8;0;0;0;0;0;0;0;;;
СЗФО;Республика Коми;9;0;0;0;0;0;0;0;;;
СЗФО;Республика Коми;10;0;0;0;0;0;0;0;;;
СЗФО;Санкт-Петербург;3;6;0;1;3;3;3;0;2;0;2
СЗФО;Санкт-Петербург;4;1;0;0;3;1;1;0;;;
СЗФО;Санкт-Петербург;5;3;0;0;0;2;2;0;;;
СЗФО;Санкт-Петербург;6;0;1;0;0;0;0;0;;;
СЗФО;Санкт-Петербург;7;0;1;0;0;0;0;0;;;
СЗФО;Санкт-Петербург;8;0;0;0;0;0;0;0;;;
СЗФО;Санкт-Петербург;9;1;0;1;2;0;0;0;;;
СЗФО;Санкт-Петербург;10;0;0,3;0;0;0;0;0;;;
СКФО;Кабардино-Балкарская Республика;3;0;0;0;0;0;0;0;0;0;0
СКФО;Кабардино-Балкарская Республика;4;0;0;0;0;0;0;0;;;
СКФО;Кабардино-Балкарская Республика;5;0;0;0;0;0;0;0;;;
СКФО;Кабардино-Балкарская Республика;6;0;0;0;0;0;0;0;;;
СКФО;Кабардино-Балкарская Республика;7;0;0;0;0;0;0;0;;;
СКФО;Кабардино-Балкарская Республика;8;0;0;0;0;0;0;0;;;
СКФО;Кабардино-Балкарская Республика;9;0;0;0;0;0;0;0;;;
СКФО;Кабардино-Балкарская Республика;10;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;3;0;0;0;0;0;0;0;0;0;0
СКФО;Карачаево-Черкесская Республика;4;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;5;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;6;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;7;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;8;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;9;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;10;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;3;1;0;0;0;1;0;0;0;0;0
СКФО;Республика Дагестан;4;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;5;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;6;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;7;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;8;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;9;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;10;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;3;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Ингушетия;4;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;5;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;6;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;7;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;8;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;9;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;10;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;3;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Северная Осетия — Алания;4;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;5;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;6;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;7;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;8;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;9;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;10;0;0;0;0;0;0;0;;;
СКФО;Ставропольский край;3;0;0;0;0;0;0;0;0;0;0
СКФО;Ставропольский край;4;0;0;0;0;0;0;0;;;
СКФО;Ставропольский край;5;0;0;0;0;0;0;0;;;
СКФО;Ставропольский край;6;5;5;0;0;0;0;0;;;
СКФО;Ставропольский край;7;4;4;0;0;0;0;0;;;
СКФО;Ставропольский край;8;1;1;0;0;0;0;0;;;
СКФО;Ставропольский край;9;0;0;0;0;0;0;0;;;
СКФО;Ставропольский край;10;5;5;0;0;0;0;0;;;
СКФО;Чеченская Республика;3;2;2;0;0;0;0;0;0;0;0
СКФО;Чеченская Республика;4;2;2;0;0;0;0;0;;;
СКФО;Чеченская Республика;5;0;0;0;0;0;0;0;;;
СКФО;Чеченская Республика;6;0;0;0;0;0;0;0;;;
СКФО;Чеченская Республика;7;0;0;0;0;0;0;0;;;
СКФО;Чеченская Республика;8;0;0;0;0;0;0;0;;;
СКФО;Чеченская Республика;9;2;2;0;0;0;0;0;;;
СКФО;Чеченская Республика;10;0;0;0;0;0;0;0;;;
СФО;Алтайский край;3;0;0;0;0;1;1;0;0;0;0
СФО;Алтайский край;4;0;0;0;0;1;1;0;;;
СФО;Алтайский край;5;0;0;0;0;0;0;0;;;
СФО;Алтайский край;6;0;0;0;0;0;0;0;;;
СФО;Алтайский край;7;0;0;0;0;0;0;0;;;
СФО;Алтайский край;8;0;0;0;0;0;0;0;;;
СФО;Алтайский край;9;0;0;0;0;1;1;0;;;
СФО;Алтайский край;10;0;0;0;0;0;0;0;;;
СФО;Иркутская область;3;0;0;0;0;0;0;0;0;0;0
СФО;Иркутская область;4;0;0;0;0;0;0;0;;;
СФО;Иркутская область;5;0;0;0;0;0;0;0;;;
СФО;Иркутская область;6;0;0;0;0;0;0;0;;;
СФО;Иркутская область;7;0;0;0;0;0;0;0;;;
СФО;Иркутская область;8;0;0;0;0;0;0;0;;;
СФО;Иркутская область;9;0;0;0;0;0;0;0;;;
СФО;Иркутская область;10;0;0;0;0;0;0;0;;;
СФО;Кемеровская область;3;0;0;0;0;0;0;0;0;0;0
СФО;Кемеровская область;4;0;0;0;0;0;0;0;;;
СФО;Кемеровская область;5;0;0;0;0;0;0;0;;;
СФО;Кемеровская область;6;0;0;0;0;0;0;0;;;
СФО;Кемеровская область;7;0;0;0;0;0;0;0;;;
СФО;Кемеровская область;8;0;0;0;0;0;0;0;;;
СФО;Кемеровская область;9;0;0;0;0;0;0;0;;;
СФО;Кемеровская область;10;0;0;0;0;0;0;0;;;
СФО;Красноярский край;3;0;0;0;0;1;1;0;0;0;0
СФО;Красноярский край;4;0;0;0;0;1;1;0;;;
СФО;Красноярский край;5;0;0;0;0;0;0;0;;;
СФО;Красноярский край;6;4;2;0;0;0;0;0;;;
СФО;Красноярский край;7;0;0;0;0;0;0;0;;;
СФО;Красноярский край;8;4;2;0;0;0;0;0;;;
СФО;Красноярский край;9;0;0;0;0;1;1;0;;;
СФО;Красноярский край;10;0;0;0;0;0;0;0;;;
СФО;Новосибирская область;3;1;0;0;0;1;1;0;0;0;0
СФО;Новосибирская область;4;1;0;0;0;1;1;0;;;
СФО;Новосибирская область;5;0;0;0;0;0;0;0;;;
СФО;Новосибирская область;6;1;0;0;0;1;1;0;;;
СФО;Новосибирская область;7;1;0;0;0;1;1;0;;;
СФО;Новосибирская область;8;0;0;0;0;0;0;0;;;
СФО;Новосибирская область;9;1;0;0;0;1;1;0;;;
СФО;Новосибирская область;10;0,5;0;0;0;0,5;0,5;0;;;
СФО;Омская область;3;0;0;0;4;0;0;0;0;0;0
СФО;Омская область;4;0;0;0;4;0;0;0;;;
СФО;Омская область;5;0;0;0;0;0;0;0;;;
СФО;Омская область;6;0;0;0;0;0;0;0;;;
СФО;Омская область;7;0;0;0;0;0;0;0;;;
СФО;Омская область;8;0;0;0;0;0;0;0;;;
СФО;Омская область;9;0;0;0;4;0;0;0;;;
СФО;Омская область;10;0;0;0;0;0;0;0;;;
СФО;Республика Алтай;3;0;0;0;0;0;0;0;0;0;0
СФО;Республика Алтай;4;0;0;0;0;0;0;0;;;
СФО;Республика Алтай;5;0;0;0;0;0;0;0;;;
СФО;Республика Алтай;6;0;0;0;0;0;0;0;;;
СФО;Республика Алтай;7;0;0;0;0;0;0;0;;;
СФО;Республика Алтай;8;0;0;0;0;0;0;0;;;
СФО;Республика Алтай;9;0;0;0;0;0;0;0;;;
СФО;Республика Алтай;10;0;0;0;0;0;0;0;;;
СФО;Республика Тыва;3;0;0;0;0;0;0;0;0;0;0
СФО;Республика Тыва;4;0;0;0;0;0;0;0;;;
СФО;Республика Тыва;5;0;0;0;0;0;0;0;;;
СФО;Республика Тыва;6;0;0;0;0;0;0;0;;;
СФО;Республика Тыва;7;0;0;0;0;0;0;0;;;
СФО;Республика Тыва;8;0;0;0;0;0;0;0;;;
СФО;Республика Тыва;9;0;0;0;0;0;0;0;;;
СФО;Республика Тыва;10;0;0;0;0;0;0;0;;;
СФО;Республика Хакасия;3;0;0;0;0;0;0;0;0;0;0
СФО;Республика Хакасия;4;0;0;0;0;0;0;0;;;
СФО;Республика Хакасия;5;0;0;0;0;0;0;0;;;
СФО;Республика Хакасия;6;0;0;0;0;0;0;0;;;
СФО;Республика Хакасия;7;0;0;0;0;0;0;0;;;
СФО;Республика Хакасия;8;0;0;0;0;0;0;0;;;
СФО;Республика Хакасия;9;0;0;0;0;0;0;0;;;
СФО;Республика Хакасия;10;0;0;0;0;0;0;0;;;
СФО;Томская область;3;0;0;0;0;0;0;0;6;0;3
СФО;Томская область;4;0;0;0;0;0;0;0;;;
СФО;Томская область;5;0;0;0;0;0;0;0;;;
