FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11
ЦФО;Московская область;5;207450;118130;91800;37580;18949;19474;21923;203777;373;67;3233
ЦФО;Московская область;6;3260469;0;0;0;0;0;0;0;0;0;0
ЦФО;Московская область;7;3248382;0;0;0;0;0;0;0;0;0;0
ЦФО;Орловская область;3;564;130;80;413;0;0;7;494;18;0;52
ЦФО;Орловская область;4;0;0;0;0;0;0;0;0;0;0;0
ЦФО;Орловская область;5;26205;8127;6376;15674;6482;1429;827;25357;81;16;751
ЦФО;Орловская область;6;3112;0;0;0;0;0;0;0;0;0;0
ЦФО;Орловская область;7;2579;0;0;0;0;0;0;0;0;0;0
ЦФО;Рязанская область;3;94;71;17;5;5;0;0;18;8;0;68
ЦФО;Рязанская область;4;47;29;29;18;18;0;0;19;11;0;17
ЦФО;Рязанская область;5;4415;2739;416;1658;38;0;0;4146;77;15;177
ЦФО;Рязанская область;6;60;0;0;0;0;0;0;0;0;0;0
ЦФО;Рязанская область;7;60;0;0;0;0;0;0;0;0;0;0
ЦФО;Смоленская область;3;22;0;0;0;0;0;0;20;0;0;2
ЦФО;Смоленская область;4;0;0;0;0;0;0;0;0;0;0;0
ЦФО;Смоленская область;5;563;0;0;0;0;0;0;0;0;0;563
ЦФО;Смоленская область;6;121;0;0;0;0;0;0;0;0;0;0
ЦФО;Смоленская область;7;121;0;0;0;0;0;0;0;0;0;0
ЦФО;Тамбовская область;3;1234;865;710;271;50;5;30;1169;2;18;45
ЦФО;Тамбовская область;4;0;0;0;0;0;0;0;0;0;0;0
ЦФО;Тамбовская область;5;41956;15024;10430;23296;16040;1031;975;41345;15;0;596
ЦФО;Тамбовская область;6;150;0;0;0;0;0;0;0;0;0;0
ЦФО;Тамбовская область;7;125;0;0;0;0;0;0;0;0;0;0
ЦФО;Тверская область;3;567;270;265;69;67;0;3;432;135;0;0
ЦФО;Тверская область;4;120;0;0;0;0;0;0;0;120;0;0
ЦФО;Тверская область;5;35290;12389;12324;4056;4046;10737;8098;35230;55;0;5
ЦФО;Тверская область;6;2084;0;0;0;0;0;0;0;0;0;0
ЦФО;Тверская область;7;1671;0;0;0;0;0;0;0;0;0;0
ЦФО;Тульская область;3;1185;420;327;540;491;2;17;964;4;0;217
ЦФО;Тульская область;4;0;0;0;0;0;0;0;0;0;0;0
ЦФО;Тульская область;5;17999;2264;0;3697;0;2294;8988;16948;49;0;1002
ЦФО;Тульская область;6;3426;0;0;0;0;0;0;0;0;0;0
ЦФО;Тульская область;7;1778;0;0;0;0;0;0;0;0;0;0
ЦФО;Ярославская область;3;8679;8042;361;596;418;0;37;8646;0;0;33
ЦФО;Ярославская область;4;10555;10553;21;0;0;2;0;10555;0;0;0
ЦФО;Ярославская область;5;104130;63229;4715;34010;2842;4436;1730;101467;8;0;2655
ЦФО;Ярославская область;6;9295;0;0;0;0;0;0;0;0;0;0
ЦФО;Ярославская область;7;6956;0;0;0;0;0;0;0;0;0;0
ЮФО;Астраханская область;3;913;407;193;495;7;0;11;888;0;0;25
ЮФО;Астраханская область;4;279;279;65;0;0;0;0;279;0;0;0
ЮФО;Астраханская область;5;23098;10595;9638;1128;640;5289;5918;22847;20;0;231
ЮФО;Астраханская область;6;1817;0;0;0;0;0;0;0;0;0;0
ЮФО;Астраханская область;7;1802;0;0;0;0;0;0;0;0;0;0
ЮФО;Волгоградская область;3;1029;535;411;426;394;0;38;232;0;0;797
ЮФО;Волгоградская область;4;0;0;0;0;0;0;0;0;0;0;0
ЮФО;Волгоградская область;5;182550;26496;4469;42769;18231;36368;70850;99011;25;0;83514
ЮФО;Волгоградская область;6;15612;0;0;0;0;0;0;0;0;0;0
ЮФО;Волгоградская область;7;11721;0;0;0;0;0;0;0;0;0;0
ЮФО;Краснодарский край;3;46078;10404;6257;4158;906;0;680;7536;4;30;38508
ЮФО;Краснодарский край;4;9614;1438;695;6861;1887;3;0;8382;0;0;1232
ЮФО;Краснодарский край;5;113991;34996;20522;36271;23853;5969;2165;66326;197;35;47433
ЮФО;Краснодарский край;6;24612;0;0;0;0;0;0;0;0;0;0
ЮФО;Краснодарский край;7;17820;0;0;0;0;0;0;0;0;0;0
ЮФО;Республика Адыгея;3;361;212;76;149;146;0;0;361;0;0;0
ЮФО;Республика Адыгея;4;0;0;0;0;0;0;0;0;0;0;0
ЮФО;Республика Адыгея;5;36708;11478;5379;17229;2384;4560;446;36543;145;20;0
ЮФО;Республика Адыгея;6;2672;0;0;0;0;0;0;0;0;0;0
ЮФО;Республика Адыгея;7;1323;0;0;0;0;0;0;0;0;0;0
ЮФО;Республика Калмыкия;3;25;25;0;0;0;0;0;25;0;0;0
ЮФО;Республика Калмыкия;4;0;0;0;0;0;0;0;0;0;0;0
ЮФО;Республика Калмыкия;5;7598;6071;3834;483;283;471;0;7478;36;0;84
ЮФО;Республика Калмыкия;6;94;0;0;0;0;0;0;0;0;0;0
ЮФО;Республика Калмыкия;7;94;0;0;0;0;0;0;0;0;0;0
ЮФО;Республика Крым;3;31509;21066;10702;5437;5299;0;0;1150;76;0;30283
ЮФО;Республика Крым;4;220;220;0;0;0;0;0;220;0;0;0
ЮФО;Республика Крым;5;79238;44851;10728;13427;5334;6701;1016;48777;76;0;30385
ЮФО;Республика Крым;6;28224;0;0;0;0;0;0;0;0;0;0
ЮФО;Республика Крым;7;25591;0;0;0;0;0;0;0;0;0;0
ЮФО;Ростовская область;3;3722;652;179;1324;234;41;208;2593;14;0;1115
ЮФО;Ростовская область;4;310;105;12;127;11;25;29;261;1;0;48
ЮФО;Ростовская область;5;113670;48621;11096;32837;11007;12975;15273;101494;719;3;11454
ЮФО;Ростовская область;6;36619;0;0;0;0;0;0;0;0;0;0
ЮФО;Ростовская область;7;26515;0;0;0;0;0;0;0;0;0;0
ЮФО;Севастополь;3;0;0;0;0;0;0;0;0;0;0;0
ЮФО;Севастополь;4;0;0;0;0;0;0;0;0;0;0;0
ЮФО;Севастополь;5;0;0;0;0;0;0;0;0;0;0;0
ЮФО;Севастополь;6;0;0;0;0;0;0;0;0;0;0;0
ЮФО;Севастополь;7;0;0;0;0;0;0;0;0;0;0;0
