FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10
ЦФО;Брянская область;4;0;0;10634;644,2;5960,9;1414;0;0;0;0
ЦФО;Владимирская область;3;2677;386;573;0;110;110;0;0;1718;0
ЦФО;Владимирская область;4;0;0;110;0;110;110;0;0;0;0
ЦФО;Воронежская область;3;390482,2;24125,1;105911,9;8461;83891,8;1171,9;600;7103,5;252741,7;14433,1
ЦФО;Воронежская область;4;0;0;60822,9;3328,5;35279,4;660,9;0;0;0;0
ЦФО;Ивановская область;3;15265,7;8353,5;869,4;0;0;0;2;0;6040,8;0
ЦФО;Ивановская область;4;0;0;0;0;0;0;0;0;0;0
ЦФО;Калужская область;3;1950760,1;1041097,6;625777,3;120194,4;238199,5;168492,8;7878,7;8150,8;267855,7;125001,4
ЦФО;Калужская область;4;0;0;140429;164,9;19138,1;8233,3;0;0;0;0
ЦФО;Костромская область;3;196380,3;22819;93385,6;5521,7;86018,6;59652,8;6120,8;0;74054,9;12229
ЦФО;Костромская область;4;0;0;42199,6;2782;38815,4;27481,4;0;0;0;0
ЦФО;Курская область;3;63880,6;18075,9;31313,6;41,3;15166,2;877,8;528,2;193;13769,9;8274
ЦФО;Курская область;4;0;0;4358,5;0;4180,5;612,7;0;0;0;0
ЦФО;Липецкая область;3;156565;86752,3;47765,4;0;1155,7;790,6;541,9;0;21505,4;0
ЦФО;Липецкая область;4;0;0;41693,3;0;276,4;69,1;0;0;0;0
ЦФО;Москва;3;9249477,7;3092806,9;3663461,8;794290,1;1071490,5;390778,4;108477,2;1933117;451614,8;1901299,6
ЦФО;Москва;4;0;0;764924,7;89940,8;247987,8;128986,5;0;0;0;0
ЦФО;Московская область;3;2039822,2;806034,1;932263,4;31183,1;518393,3;458732,9;6832,9;16203,2;278488,6;234749,4
ЦФО;Московская область;4;0;0;554898,2;1757,2;434883,5;397792,6;0;0;0;0
ЦФО;Орловская область;3;29976;13289;7567,7;118;7100,7;4392;863,3;0;8256;0
ЦФО;Орловская область;4;0;0;210;0;210;210;0;0;0;0
ЦФО;Рязанская область;3;30577,2;5897;11616,6;0;4113;1169,4;1,4;0;13062,2;3454,7
ЦФО;Рязанская область;4;0;0;5472,7;0;1387,1;672,8;0;0;0;0
ЦФО;Смоленская область;3;878;0;0;0;0;0;0;0;878;0
ЦФО;Смоленская область;4;0;0;0;0;0;0;0;0;0;0
ЦФО;Тамбовская область;3;67143,3;26091;27799,4;6884,8;13002,4;5482,3;1908,7;0;11344,2;0
ЦФО;Тамбовская область;4;0;0;11040,3;2047,1;3737,4;2891,4;0;0;0;0
ЦФО;Тверская область;3;279809,1;37026,7;212945,3;443,5;203009,7;199542,3;20236,3;0;9600,8;1347,3
ЦФО;Тверская область;4;0;0;4008,6;20;1184,4;846,6;0;0;0;0
ЦФО;Тульская область;3;105732,9;42347,8;45872,9;0;39872,4;9790,9;1982,8;0;15529,4;1104,9
ЦФО;Тульская область;4;0;0;25459,6;0;25459,6;3884,1;0;0;0;0
ЦФО;Ярославская область;3;2558039,7;100702,5;1482577,8;0;718102,9;27195,9;22367,9;0;952391,5;2720,5
ЦФО;Ярославская область;4;0;0;202569,8;0;202569,8;2014,2;0;0;0;0
ЮФО;Астраханская область;3;203268,6;27019,2;153062,8;26912,7;93369,3;89264,6;1188,2;24,8;21973,6;55410,2
ЮФО;Астраханская область;4;0;0;53229,3;463;49910,1;49209,5;0;0;0;0
ЮФО;Волгоградская область;3;519523,6;13164,1;488419,7;0;117404,8;78286,1;1126,1;0;16813,7;1143
ЮФО;Волгоградская область;4;0;0;66453,2;0;66453,2;65904,5;0;0;0;0
ЮФО;Краснодарский край;3;3068057,7;994493,2;1753880,4;1100,4;1032961;716313,7;170297,6;31138,5;118248;66494,2
ЮФО;Краснодарский край;4;0;0;505150,1;278,8;496635,5;426418,6;0;0;0;0
ЮФО;Республика Адыгея;3;29562,4;11087,5;14334;0;4774;2974,9;2040;0;2100,9;0
ЮФО;Республика Адыгея;4;0;0;1418;0;1248;1205;0;0;0;0
ЮФО;Республика Калмыкия;3;45646,2;6888,5;38709,6;0;32843,1;1642,1;48,1;0;0;0
ЮФО;Республика Калмыкия;4;0;0;258,2;0;216,8;43;0;0;0;0
ЮФО;Республика Крым;3;120719,5;18018,4;72163,9;357,8;56789,6;21398,7;1421,7;114;29001,5;34128,8
ЮФО;Республика Крым;4;0;0;27460,9;261,2;17958,9;15941,3;0;0;0;0
ЮФО;Ростовская область;3;649537,7;304984,2;216964,2;4144,8;71002,2;44464,9;15322,5;1271,8;110995;49344
ЮФО;Ростовская область;4;0;0;65419,9;1146,8;25277,1;17736,7;0;0;0;0
ЮФО;Севастополь;3;0;0;0;0;0;0;0;0;0;0
ЮФО;Севастополь;4;0;0;0;0;0;0;0;0;0;0
